Date,Stock Index,Open Price,Close Price,Daily High,Daily Low,Trading Volume,GDP Growth (%),Inflation Rate (%),Unemployment Rate (%)
2002-03-23,NASDAQ,3562.46,3611.08,3631.18,3515.42,467646386,3.98,4.43,9.98
2002-03-24,Dow Jones,3666.4,3698.48,3740.77,3656.7000000000003,552765197,1.66,3.69,8.5
2002-03-25,S&P 500,1650.8,1628.95,1668.11,1620.8700000000001,728694621,3.95,6.7,5.99
2002-03-26,S&P 500,3260.34,3217.3500000000004,3293.07,3205.32,185241256,-0.64,9.38,8.91
2002-03-27,Dow Jones,4086.51,4042.17,4121.9800000000005,4016.39,445736241,5.73,0.86,8.71
2002-03-28,Dow Jones,2995.58,2957.62,3024.89,2929.13,735032618,7.09,3.27,2.25
2002-03-29,Dow Jones,1048.41,1056.49,1074.35,1037.3300000000002,943752431,-1.1,4.44,5.67
2002-03-30,Dow Jones,1036.15,1079.0300000000002,1107.88,998.32,785909010,-0.49,4.55,2.69
2002-03-31,S&P 500,2428.12,2427.79,2445.23,2412.31,826079326,4.92,7.75,13.7
2002-04-01,S&P 500,4704.78,4739.07,4743.259999999999,4658.67,457540906,5.43,4.43,11.43
2002-04-02,NASDAQ,1914.71,1909.3,1964.3500000000001,1876.46,667718449,5.56,0.27,14.95
2002-04-03,NASDAQ,3537.45,3558.31,3564.67,3515.6299999999997,609304618,5.24,7.1,5.93
2002-04-04,Dow Jones,1888.3,1911.49,1915.11,1848.8,388910296,0.89,8.85,13.42
2002-04-05,Dow Jones,2286.68,2254.08,2330.6099999999997,2213.18,231900419,0.92,5.14,9.84
2002-04-06,Dow Jones,4392.17,4378.29,4407.26,4363.7699999999995,312639537,-1.18,5.81,7.89
2002-04-07,NASDAQ,3915.45,3929.18,3961.69,3898.46,586540018,-2.65,1.63,4.89
2002-04-08,NASDAQ,1381.6,1338.6699999999998,1398.05,1291.87,750187852,5.39,2.21,11.6
2002-04-09,NASDAQ,2714.81,2700.96,2734.38,2692.7200000000003,626208766,-3.6,2.35,13.75
2002-04-10,NASDAQ,1116.68,1120.16,1133.27,1114.5700000000002,372046783,9.07,4.31,5.06
2002-04-11,NASDAQ,2923.56,2973.18,2990.33,2900.86,349489213,7.4,9.28,4.28
2002-04-12,NASDAQ,3649.74,3647.1899999999996,3670.2799999999997,3607.1299999999997,897745641,7.86,5.22,11.05
2002-04-13,NASDAQ,1474.01,1505.62,1541.6399999999999,1435.43,424904252,8.6,1.92,14.7
2002-04-14,Dow Jones,2155.54,2148.75,2181.12,2102.77,103308789,1.13,2.66,11.75
2002-04-15,Dow Jones,2591.35,2620.99,2668.1699999999996,2564.69,645887396,7.7,3.84,5.7
2002-04-16,Dow Jones,4678.12,4687.66,4689.75,4673.12,619709839,-2.63,6.23,7.46
2002-04-17,Dow Jones,4973.02,5011.68,5036.83,4943.59,322271257,-4.68,4.4,7.0
2002-04-18,NASDAQ,1179.65,1170.74,1208.8600000000001,1131.82,191069094,6.77,3.92,13.08
2002-04-19,S&P 500,4044.03,4054.46,4100.47,4039.36,723373906,-3.88,5.65,12.03
2002-04-20,NASDAQ,2486.9,2499.9,2502.36,2478.27,887902701,9.83,2.42,9.66
2002-04-21,S&P 500,2569.83,2561.5699999999997,2598.5,2560.9599999999996,618799566,5.12,0.79,5.57
2002-04-22,Dow Jones,4017.06,3981.49,4059.74,3951.81,588235359,6.3,0.24,14.19
2002-04-23,NASDAQ,4673.71,4633.07,4685.81,4588.73,15508208,-1.31,2.51,10.49
2002-04-24,Dow Jones,4803.71,4755.38,4847.52,4721.85,728853972,5.11,0.92,14.62
2002-04-25,NASDAQ,3308.49,3345.8399999999997,3346.7899999999995,3259.39,596470400,-4.35,3.36,9.54
2002-04-26,Dow Jones,2428.48,2402.13,2465.1,2398.98,959701253,7.57,7.73,12.68
2002-04-27,S&P 500,4150.2,4121.349999999999,4196.86,4076.1999999999994,735697498,-2.46,7.16,12.57
2002-04-28,S&P 500,2004.01,2027.61,2060.47,1963.31,951460054,5.46,6.11,6.39
2002-04-29,S&P 500,3256.3,3238.3,3278.25,3222.59,475296110,-1.63,8.53,14.53
2002-04-30,NASDAQ,2434.31,2434.91,2437.1499999999996,2385.63,526559262,-3.97,2.82,2.29
2002-05-01,S&P 500,3626.52,3592.77,3672.53,3578.37,138496843,2.22,8.85,11.99
2002-05-02,NASDAQ,1961.6,2007.57,2031.08,1917.1299999999999,523152532,-2.46,3.99,14.55
2002-05-03,S&P 500,1766.37,1801.53,1802.98,1722.33,692239923,5.94,4.01,6.41
2002-05-04,S&P 500,4672.96,4709.34,4743.83,4635.08,838648449,-1.44,4.05,10.43
2002-05-05,NASDAQ,1407.21,1397.89,1431.3,1369.72,439317188,0.14,0.98,9.31
2002-05-06,NASDAQ,3023.83,3050.0699999999997,3056.2899999999995,3017.83,492014024,3.51,9.75,11.9
2002-05-07,S&P 500,1883.41,1847.8000000000002,1894.1200000000001,1821.2000000000003,580621779,-0.73,1.39,13.26
2002-05-08,NASDAQ,1155.72,1106.58,1158.94,1088.74,184752785,0.67,3.41,9.84
2002-05-09,S&P 500,1144.08,1096.08,1172.79,1056.47,87030204,7.23,3.19,12.61
2002-05-10,NASDAQ,1700.89,1709.5500000000002,1740.65,1662.98,941653525,-2.31,0.75,6.06
2002-05-11,Dow Jones,4467.08,4462.62,4492.37,4417.09,490280839,-3.77,1.52,4.97
2002-05-12,Dow Jones,2129.91,2131.71,2172.57,2129.17,101580449,-0.07,0.45,7.6
2002-05-13,Dow Jones,4801.84,4752.59,4844.89,4712.13,265323656,1.37,2.92,10.81
2002-05-14,Dow Jones,3326.49,3318.7599999999998,3357.27,3271.8399999999997,440474717,3.14,8.67,4.43
2002-05-15,Dow Jones,2746.46,2768.27,2768.91,2706.9900000000002,173299388,0.59,3.39,10.84
2002-05-16,S&P 500,3320.36,3314.63,3355.1200000000003,3308.12,286007631,6.85,1.24,7.12
2002-05-17,Dow Jones,3066.79,3090.0099999999998,3110.91,3062.73,389482772,-4.41,6.46,12.34
2002-05-18,Dow Jones,4035.11,4008.4100000000003,4063.3900000000003,4007.3700000000003,438581956,1.48,9.97,2.48
2002-05-19,Dow Jones,2129.98,2161.29,2193.74,2098.54,267165750,0.73,2.32,10.68
2002-05-20,Dow Jones,2412.2,2421.04,2438.55,2380.72,541887196,4.71,2.8,10.45
2002-05-21,NASDAQ,4576.38,4547.46,4622.2300000000005,4498.11,670822510,9.49,9.72,14.23
2002-05-22,S&P 500,4785.83,4759.5,4792.53,4739.6,741132708,2.66,1.79,11.27
2002-05-23,Dow Jones,4570.23,4583.03,4616.61,4553.629999999999,366501290,9.8,5.11,12.35
2002-05-24,Dow Jones,2677.79,2710.7799999999997,2710.9999999999995,2646.57,154495933,-0.47,2.4,13.76
2002-05-25,Dow Jones,4121.46,4113.02,4167.69,4071.7400000000002,923864661,-4.54,9.32,10.78
2002-05-26,S&P 500,2905.34,2881.17,2910.9700000000003,2834.33,72828429,-2.52,9.82,5.77
2002-05-27,NASDAQ,2990.16,3026.8599999999997,3031.5999999999995,2950.0,598413816,0.93,8.15,13.31
2002-05-28,S&P 500,1818.72,1835.65,1852.3000000000002,1797.39,734194834,-0.25,3.15,11.72
2002-05-29,NASDAQ,3364.52,3359.33,3383.2,3327.58,213965847,-3.54,4.03,7.52
2002-05-30,Dow Jones,1744.54,1743.33,1755.26,1700.52,373281577,1.49,2.42,11.24
2002-05-31,Dow Jones,2326.26,2296.69,2355.5200000000004,2272.16,189865083,0.07,8.91,13.28
2002-06-01,S&P 500,4420.12,4432.8,4454.95,4409.29,483117061,-3.16,9.15,14.68
2002-06-02,S&P 500,1828.3,1814.1699999999998,1830.01,1805.6799999999998,65683707,-0.56,4.19,14.38
2002-06-03,NASDAQ,1284.63,1334.19,1350.17,1284.6200000000001,604510329,8.3,6.57,6.23
2002-06-04,NASDAQ,1276.03,1274.05,1316.55,1238.1399999999999,823633218,-0.47,1.66,7.48
2002-06-05,S&P 500,4763.14,4761.7300000000005,4797.63,4756.18,104390369,5.71,4.35,3.42
2002-06-06,NASDAQ,3027.68,3034.27,3070.5099999999998,3015.49,333994860,4.18,6.31,5.22
2002-06-07,S&P 500,2637.65,2679.33,2714.24,2622.76,708879217,1.41,3.85,13.47
2002-06-08,NASDAQ,4243.51,4273.59,4289.14,4215.49,238420545,-1.41,3.58,6.69
2002-06-09,S&P 500,4343.3,4338.41,4348.28,4318.51,960406350,0.54,0.01,10.07
2002-06-10,S&P 500,2328.76,2350.63,2364.25,2295.03,599733220,3.88,8.04,10.66
2002-06-11,S&P 500,3774.47,3783.0899999999997,3824.68,3771.6899999999996,53243598,0.26,8.89,12.16
2002-06-12,NASDAQ,4084.49,4083.7299999999996,4133.51,4077.5299999999997,725409019,-1.78,9.69,4.38
2002-06-13,NASDAQ,3618.6,3587.83,3643.29,3562.87,915187103,-3.25,7.19,5.96
2002-06-14,NASDAQ,1606.38,1602.7700000000002,1606.8700000000001,1585.9200000000003,564877716,8.2,5.49,7.83
2002-06-15,S&P 500,4503.53,4478.11,4510.53,4463.32,346815999,1.6,2.69,6.74
2002-06-16,NASDAQ,3156.38,3197.86,3213.96,3153.03,260981264,4.38,9.99,14.78
2002-06-17,NASDAQ,2129.89,2113.43,2158.8199999999997,2068.64,266419745,2.36,5.9,12.85
2002-06-18,S&P 500,2700.91,2746.14,2749.89,2666.3199999999997,557588767,8.09,6.81,8.24
2002-06-19,Dow Jones,1150.28,1153.59,1200.76,1144.2,59430449,3.2,6.82,13.43
2002-06-20,S&P 500,1511.47,1524.6200000000001,1542.8700000000001,1508.22,208027054,2.21,8.45,6.52
2002-06-21,NASDAQ,4062.19,4066.48,4112.11,4013.4500000000003,696347891,8.87,0.1,12.22
2002-06-22,S&P 500,1000.05,962.99,1039.08,928.9300000000001,740909142,5.8,2.2,4.91
2002-06-23,Dow Jones,2666.26,2653.84,2704.03,2632.9700000000003,316181922,-3.33,6.66,12.04
2002-06-24,S&P 500,3090.04,3049.95,3120.38,3014.8599999999997,667689642,-2.33,8.95,7.93
2002-06-25,NASDAQ,1218.54,1230.84,1262.1799999999998,1180.72,695910248,6.81,6.85,3.4
2002-06-26,Dow Jones,4892.31,4887.0,4924.21,4848.0,172507428,7.54,4.13,5.55
2002-06-27,NASDAQ,1904.5,1932.3,1963.74,1880.61,934279544,3.18,3.62,7.23
2002-06-28,Dow Jones,2216.79,2188.84,2244.48,2167.3500000000004,367005344,3.32,7.38,11.74
2002-06-29,Dow Jones,2215.77,2182.23,2265.09,2181.68,453229400,4.48,7.41,2.95
2002-06-30,S&P 500,1921.67,1912.3000000000002,1958.28,1865.9700000000003,901822125,1.59,6.07,10.57
2002-07-01,S&P 500,1005.9,1048.56,1087.4099999999999,975.73,337333351,5.2,2.91,11.31
2002-07-02,NASDAQ,3917.38,3938.42,3982.04,3907.2200000000003,803510420,-3.37,9.25,10.5
2002-07-03,S&P 500,4867.38,4859.27,4878.16,4813.290000000001,516602221,9.42,5.52,11.89
2002-07-04,S&P 500,1897.17,1898.9,1903.0900000000001,1851.42,453954299,6.25,7.9,4.32
2002-07-05,Dow Jones,3652.19,3610.61,3676.33,3561.15,941762599,4.47,2.14,9.63
2002-07-06,S&P 500,3967.59,4016.05,4041.75,3923.8900000000003,309805650,-0.26,3.44,14.23
2002-07-07,Dow Jones,4393.7,4410.34,4451.8,4343.8099999999995,502351258,-2.59,8.75,9.94
2002-07-08,Dow Jones,2690.52,2669.06,2712.71,2656.83,927311816,1.14,0.5,9.95
2002-07-09,Dow Jones,2211.72,2220.2999999999997,2248.8399999999997,2169.6099999999997,296075652,4.92,5.12,11.57
2002-07-10,NASDAQ,2301.18,2262.1299999999997,2327.5299999999997,2220.9799999999996,605312836,4.51,4.82,6.33
2002-07-11,NASDAQ,3850.49,3897.0699999999997,3898.9799999999996,3838.9399999999996,761908760,0.74,7.51,11.11
2002-07-12,NASDAQ,4267.12,4234.599999999999,4297.88,4229.679999999999,70063065,4.2,2.82,13.91
2002-07-13,Dow Jones,1726.46,1741.26,1782.66,1677.49,850929618,7.21,2.19,2.14
2002-07-14,NASDAQ,2483.76,2458.3100000000004,2491.6400000000003,2443.51,839784669,-4.61,9.26,13.31
2002-07-15,NASDAQ,4607.76,4629.52,4659.240000000001,4564.22,595758115,1.76,5.72,4.84
2002-07-16,S&P 500,4226.77,4254.450000000001,4284.130000000001,4226.56,413327215,6.38,1.05,7.93
2002-07-17,NASDAQ,4939.43,4956.77,4964.9800000000005,4938.38,8115375,3.19,1.93,13.08
2002-07-18,NASDAQ,4016.99,4028.4399999999996,4034.6099999999997,3993.7,865170639,4.77,9.99,12.71
2002-07-19,Dow Jones,2572.78,2612.03,2661.03,2560.84,7787839,2.75,1.96,13.6
2002-07-20,Dow Jones,3362.55,3320.4100000000003,3382.2400000000002,3285.9200000000005,347615825,9.88,6.1,14.23
2002-07-21,Dow Jones,3644.06,3627.15,3655.43,3598.87,654781175,-4.18,4.2,7.81
2002-07-22,Dow Jones,1313.82,1288.6499999999999,1322.3899999999999,1284.78,65244116,2.37,8.86,10.53
2002-07-23,Dow Jones,3177.99,3226.79,3260.17,3169.8599999999997,214748510,-3.63,7.55,7.08
2002-07-24,Dow Jones,3837.28,3826.2200000000003,3867.75,3806.82,237429184,-2.6,5.97,6.56
2002-07-25,NASDAQ,1669.29,1692.55,1724.73,1660.01,104558274,0.75,0.11,7.61
2002-07-26,Dow Jones,4122.53,4141.0,4145.4,4082.9199999999996,138697758,-2.67,8.8,11.66
2002-07-27,Dow Jones,3335.09,3306.3,3379.77,3285.5,142027096,9.46,4.45,8.52
2002-07-28,S&P 500,4808.89,4782.79,4828.35,4778.12,815081780,9.2,9.32,12.58
2002-07-29,NASDAQ,1169.69,1147.8200000000002,1185.3600000000001,1123.6000000000001,939061831,0.04,4.96,11.69
2002-07-30,NASDAQ,2061.3,2052.4100000000003,2084.42,2047.8700000000003,673948928,4.6,6.94,2.27
2002-07-31,NASDAQ,3406.22,3379.6499999999996,3425.72,3373.2,582035325,3.01,0.69,10.19
2002-08-01,Dow Jones,2186.24,2138.2099999999996,2229.4199999999996,2126.2299999999996,897781702,7.23,7.45,7.68
2002-08-02,Dow Jones,3857.7,3895.64,3942.1,3814.72,480276550,4.41,3.38,7.94
2002-08-03,Dow Jones,4036.02,4082.58,4097.75,3989.79,112019143,-5.0,3.51,12.64
2002-08-04,S&P 500,1410.06,1394.22,1453.26,1352.91,784618578,6.45,1.19,9.12
2002-08-05,Dow Jones,3055.42,3039.27,3094.5,3022.57,561959114,6.2,1.47,13.51
2002-08-06,S&P 500,3035.56,2986.27,3082.1,2972.65,312373166,2.65,1.86,11.27
2002-08-07,NASDAQ,2477.12,2495.15,2507.44,2449.66,791941160,8.54,3.28,9.19
2002-08-08,Dow Jones,4731.7,4764.24,4793.09,4695.61,400243952,8.63,8.92,11.81
2002-08-09,S&P 500,4310.03,4274.69,4323.759999999999,4225.0199999999995,31780426,2.86,3.68,2.5
2002-08-10,S&P 500,3788.84,3754.81,3830.04,3748.23,775363109,4.12,7.24,2.35
2002-08-11,Dow Jones,3857.31,3886.32,3886.59,3854.85,445250664,9.95,0.83,3.08
2002-08-12,NASDAQ,2846.86,2858.4900000000002,2886.73,2812.1400000000003,271145981,-0.52,5.91,7.69
2002-08-13,NASDAQ,4683.98,4638.469999999999,4700.94,4596.86,993787569,-0.13,4.82,5.06
2002-08-14,NASDAQ,3778.38,3790.63,3806.76,3736.06,552282355,-2.26,9.78,14.8
2002-08-15,S&P 500,3915.92,3896.81,3948.17,3862.89,620207361,8.44,8.46,9.05
2002-08-16,S&P 500,4446.76,4433.63,4489.33,4385.93,468830979,6.17,4.55,10.61
2002-08-17,S&P 500,2096.29,2123.2599999999998,2153.72,2070.74,731603505,-3.42,7.75,5.62
2002-08-18,S&P 500,4228.28,4259.37,4302.03,4182.59,949435803,9.73,1.93,6.18
2002-08-19,NASDAQ,1780.96,1771.0,1794.19,1722.61,662241674,5.96,5.62,6.36
2002-08-20,Dow Jones,2381.37,2426.0899999999997,2452.0699999999997,2339.0099999999998,951768962,7.76,0.75,11.08
2002-08-21,S&P 500,2342.44,2333.09,2364.9700000000003,2317.6000000000004,687354343,-4.28,3.48,8.16
2002-08-22,S&P 500,4914.1,4941.280000000001,4941.860000000001,4904.29,886876484,2.57,2.26,8.73
2002-08-23,NASDAQ,4426.15,4424.54,4453.99,4397.13,809902143,5.48,7.19,9.7
2002-08-24,Dow Jones,3804.68,3844.43,3877.5099999999998,3782.0299999999997,790105267,3.14,4.9,11.99
2002-08-25,Dow Jones,3908.23,3949.01,3978.61,3864.34,54894100,5.0,7.51,3.17
2002-08-26,NASDAQ,3248.29,3207.0299999999997,3285.1,3202.0299999999997,154015957,7.27,5.15,12.1
2002-08-27,NASDAQ,4788.36,4832.009999999999,4860.579999999999,4775.469999999999,977829045,0.62,0.86,9.32
2002-08-28,Dow Jones,2985.04,3017.59,3020.9300000000003,2947.45,825249508,7.73,7.35,10.7
2002-08-29,S&P 500,2522.07,2551.2000000000003,2557.0200000000004,2517.32,255295291,-2.56,8.33,6.26
2002-08-30,Dow Jones,1652.14,1622.23,1681.96,1606.19,546412874,-0.94,9.04,7.32
2002-08-31,NASDAQ,4144.82,4175.33,4189.08,4125.46,536601195,-4.35,5.72,5.01
2002-09-01,S&P 500,3937.78,3972.7900000000004,3976.7700000000004,3906.65,897220629,0.47,7.54,14.73
2002-09-02,S&P 500,2537.42,2516.34,2558.9,2508.4300000000003,942040104,0.7,7.52,8.46
2002-09-03,NASDAQ,1100.77,1146.0,1173.72,1057.74,760311436,7.08,1.56,14.95
2002-09-04,NASDAQ,4355.99,4310.98,4372.429999999999,4288.599999999999,420789173,4.8,1.64,8.37
2002-09-05,NASDAQ,1045.67,1010.6600000000001,1081.69,964.8100000000001,65311923,1.55,0.71,4.86
2002-09-06,Dow Jones,3814.8,3818.5600000000004,3850.7500000000005,3791.4100000000003,644638204,4.78,3.2,8.6
2002-09-07,Dow Jones,4881.03,4888.61,4905.25,4867.28,354740866,-4.21,4.74,2.51
2002-09-08,S&P 500,2750.65,2765.17,2802.91,2743.56,476911692,-2.3,9.98,13.76
2002-09-09,NASDAQ,1939.89,1891.5900000000001,1972.3200000000002,1891.4,926975643,4.4,4.31,12.64
2002-09-10,S&P 500,3819.48,3865.52,3897.39,3792.87,328960309,4.62,7.26,11.44
2002-09-11,S&P 500,4268.51,4222.97,4296.18,4217.610000000001,866708810,6.61,6.93,9.93
2002-09-12,S&P 500,3185.72,3150.0299999999997,3186.29,3130.4399999999996,869180618,1.04,2.04,9.54
2002-09-13,S&P 500,4868.14,4819.54,4902.97,4790.08,939886996,5.84,0.59,14.96
2002-09-14,NASDAQ,1206.67,1213.3600000000001,1232.16,1192.89,102766387,5.26,5.46,5.61
2002-09-15,S&P 500,3019.18,3062.41,3109.54,3010.4199999999996,818586516,9.45,7.0,12.14
2002-09-16,NASDAQ,3873.82,3890.4100000000003,3931.3100000000004,3835.0800000000004,999353798,-1.77,9.98,9.56
2002-09-17,NASDAQ,4450.56,4482.830000000001,4512.210000000001,4403.22,612874576,3.28,3.59,14.69
2002-09-18,Dow Jones,1717.02,1668.35,1729.6299999999999,1663.33,258609007,4.03,8.96,12.76
2002-09-19,NASDAQ,4200.01,4204.21,4214.4,4192.2300000000005,605039565,9.98,3.82,14.98
2002-09-20,Dow Jones,3210.83,3206.79,3227.85,3158.79,99598335,-1.98,6.89,9.65
2002-09-21,NASDAQ,2586.21,2586.11,2610.04,2584.2200000000003,104344224,2.85,5.98,4.66
2002-09-22,NASDAQ,1526.86,1484.08,1541.6599999999999,1435.1999999999998,594175882,0.19,0.53,8.55
2002-09-23,NASDAQ,4461.18,4479.62,4505.37,4460.950000000001,650235660,2.89,0.78,11.24
2002-09-24,Dow Jones,1629.09,1629.4099999999999,1637.6799999999998,1585.4099999999999,379192320,-1.52,0.21,12.07
2002-09-25,Dow Jones,2239.15,2265.6600000000003,2314.55,2223.78,480024545,-4.29,3.71,2.01
2002-09-26,S&P 500,2160.18,2158.71,2165.58,2111.78,986317000,3.59,7.46,8.57
2002-09-27,Dow Jones,4485.66,4450.599999999999,4532.26,4434.749999999999,624358847,0.04,1.73,5.06
2002-09-28,Dow Jones,3690.81,3705.64,3751.3199999999997,3658.09,505246820,-2.27,6.06,13.37
2002-09-29,Dow Jones,4186.73,4153.969999999999,4213.0,4149.969999999999,365454685,-0.14,2.89,3.99
2002-09-30,Dow Jones,2001.87,2039.11,2075.3599999999997,1989.75,332140520,-4.26,7.97,10.66
2002-10-01,S&P 500,3499.5,3510.81,3532.61,3460.82,729249772,9.26,7.98,5.46
2002-10-02,Dow Jones,3286.98,3252.7,3318.48,3226.27,340572196,3.72,7.75,6.64
2002-10-03,NASDAQ,4331.32,4377.549999999999,4394.579999999999,4284.92,661222766,7.22,5.25,14.23
2002-10-04,NASDAQ,4624.35,4626.1900000000005,4641.250000000001,4602.910000000001,422739517,1.35,2.85,5.13
2002-10-05,Dow Jones,1048.63,1005.9200000000001,1077.5400000000002,962.4300000000001,122030790,8.55,8.09,3.24
2002-10-06,Dow Jones,3696.08,3708.7599999999998,3733.6699999999996,3673.63,789396685,2.25,1.86,2.9
2002-10-07,NASDAQ,1207.34,1182.6599999999999,1236.32,1133.6999999999998,958463805,3.61,2.9,8.56
2002-10-08,NASDAQ,3195.43,3225.7999999999997,3240.1299999999997,3147.44,150845551,2.38,1.84,10.34
2002-10-09,S&P 500,2150.53,2182.3100000000004,2200.6600000000003,2134.07,415813438,6.0,6.74,6.25
2002-10-10,NASDAQ,2227.11,2275.0,2279.19,2182.81,716678341,3.5,6.86,10.97
2002-10-11,NASDAQ,2411.83,2412.02,2414.63,2369.45,368064865,-0.93,6.53,2.79
2002-10-12,Dow Jones,3485.17,3480.67,3497.84,3470.14,446121231,-2.82,4.16,13.15
2002-10-13,NASDAQ,2336.2,2361.5499999999997,2365.2599999999998,2304.99,110266418,4.09,1.0,12.62
2002-10-14,S&P 500,3930.8,3894.05,3935.9900000000002,3890.42,107846820,2.34,9.11,14.81
2002-10-15,NASDAQ,2618.11,2622.8,2663.4500000000003,2576.27,772676643,-3.56,5.08,14.17
2002-10-16,Dow Jones,1273.41,1278.03,1279.97,1264.68,428951149,0.93,4.07,6.63
2002-10-17,Dow Jones,4135.04,4093.99,4167.99,4090.45,20453370,2.72,5.89,7.19
2002-10-18,NASDAQ,2143.03,2134.8300000000004,2156.6600000000003,2114.82,287334533,7.4,1.93,11.7
2002-10-19,Dow Jones,2731.07,2766.4,2809.98,2702.2200000000003,747861191,-3.86,1.33,3.74
2002-10-20,S&P 500,3741.78,3777.4,3801.65,3699.03,663147863,0.23,4.06,6.08
2002-10-21,S&P 500,2329.82,2289.7400000000002,2345.1000000000004,2241.03,280827010,7.34,2.27,3.54
2002-10-22,NASDAQ,1226.34,1185.4099999999999,1252.22,1163.4399999999998,249032259,4.73,2.44,7.91
2002-10-23,NASDAQ,2495.68,2471.95,2514.7799999999997,2468.93,697643295,-0.65,8.93,9.18
2002-10-24,NASDAQ,4777.79,4815.2699999999995,4843.49,4740.33,543996480,7.68,5.31,4.75
2002-10-25,Dow Jones,3566.94,3529.83,3572.67,3501.5699999999997,938848097,2.4,4.83,2.35
2002-10-26,S&P 500,3685.92,3707.92,3757.77,3663.53,47418028,2.48,6.89,11.35
2002-10-27,S&P 500,3529.13,3489.25,3550.4100000000003,3473.79,671637832,9.65,9.52,2.26
2002-10-28,Dow Jones,1795.97,1808.28,1825.69,1770.8500000000001,433848446,9.21,1.12,14.65
2002-10-29,S&P 500,2673.34,2658.9500000000003,2708.8500000000004,2642.0200000000004,31091529,0.38,8.34,4.88
2002-10-30,NASDAQ,4003.76,4032.65,4050.84,3965.9100000000003,304805577,-2.89,5.84,10.63
2002-10-31,NASDAQ,1405.49,1378.86,1447.15,1351.6699999999998,675704817,-0.11,1.46,7.65
2002-11-01,NASDAQ,2111.41,2125.33,2148.04,2067.5699999999997,828232299,-4.54,2.97,2.78
2002-11-02,S&P 500,2105.28,2078.8500000000004,2141.26,2051.6700000000005,222566461,-4.69,4.82,8.14
2002-11-03,NASDAQ,2728.08,2749.45,2754.8199999999997,2716.17,144137711,0.93,6.91,8.72
2002-11-04,Dow Jones,4921.47,4958.84,5001.150000000001,4878.92,497980950,9.12,2.43,13.11
2002-11-05,Dow Jones,1270.01,1232.69,1306.8,1204.8300000000002,686005061,8.07,5.35,11.52
2002-11-06,S&P 500,3074.8,3111.46,3122.05,3064.46,652614935,2.67,6.85,3.03
2002-11-07,Dow Jones,1717.46,1726.82,1734.08,1686.28,179684536,3.48,4.49,4.72
2002-11-08,Dow Jones,4882.71,4845.42,4898.52,4827.53,896092887,-4.91,8.63,6.05
2002-11-09,S&P 500,1453.21,1445.96,1502.01,1403.74,952236820,-1.77,8.69,3.51
2002-11-10,NASDAQ,2614.4,2580.4900000000002,2627.2400000000002,2557.8300000000004,424603191,-4.63,4.71,7.94
2002-11-11,NASDAQ,3951.54,3971.57,3994.38,3915.22,267163433,6.32,9.73,14.8
2002-11-12,NASDAQ,3818.22,3844.1099999999997,3845.6099999999997,3813.4399999999996,38145438,-2.82,0.76,8.69
2002-11-13,S&P 500,2690.91,2651.49,2710.77,2631.6899999999996,938542254,8.04,0.03,11.64
2002-11-14,Dow Jones,2386.1,2386.71,2415.28,2336.94,436623865,4.65,3.81,10.88
2002-11-15,NASDAQ,2590.45,2621.91,2669.5699999999997,2550.0299999999997,334594984,-1.56,6.01,13.05
2002-11-16,NASDAQ,2057.11,2100.73,2126.57,2049.11,418802559,-2.63,6.29,4.8
2002-11-17,S&P 500,1821.33,1822.6799999999998,1863.6399999999999,1807.4399999999998,865213213,4.41,4.76,11.8
2002-11-18,NASDAQ,2932.16,2977.19,3004.55,2915.67,804307447,8.51,1.25,13.46
2002-11-19,S&P 500,2074.14,2077.71,2079.75,2041.62,641335585,5.78,1.7,4.23
2002-11-20,Dow Jones,2149.85,2139.27,2165.6,2101.42,420897553,0.23,8.52,6.51
2002-11-21,S&P 500,3627.02,3661.84,3690.6200000000003,3589.54,773252578,3.81,8.68,14.61
2002-11-22,S&P 500,4874.15,4873.45,4921.679999999999,4847.96,599226502,-0.34,6.74,12.15
2002-11-23,S&P 500,3414.55,3411.7400000000002,3457.51,3371.2000000000003,56996904,9.99,6.64,5.67
2002-11-24,S&P 500,1307.92,1306.95,1319.3400000000001,1285.1000000000001,92541351,6.23,5.98,9.33
2002-11-25,Dow Jones,1302.33,1337.01,1348.02,1296.1399999999999,760722584,4.22,2.03,7.26
2002-11-26,Dow Jones,4805.69,4838.879999999999,4848.94,4777.469999999999,694687045,1.35,4.28,8.37
2002-11-27,NASDAQ,2189.16,2179.5099999999998,2235.2799999999997,2131.89,588423680,4.27,6.96,6.62
2002-11-28,Dow Jones,1368.27,1351.6,1410.9,1311.9499999999998,790611373,0.12,5.37,5.63
2002-11-29,Dow Jones,3396.18,3395.37,3434.9199999999996,3366.43,67958799,-4.57,0.19,10.77
2002-11-30,NASDAQ,3494.6,3501.88,3521.52,3462.2599999999998,823104763,0.93,9.54,12.12
2002-12-01,Dow Jones,3594.02,3567.85,3619.24,3521.3199999999997,575611055,8.96,8.45,13.36
2002-12-02,S&P 500,2069.61,2099.01,2122.23,2048.19,139947011,4.39,2.61,4.02
2002-12-03,S&P 500,1060.44,1059.0900000000001,1073.1100000000001,1042.5200000000002,857291740,-3.74,6.16,12.7
2002-12-04,NASDAQ,4860.06,4843.46,4885.31,4794.6,440613349,8.27,9.23,5.31
2002-12-05,NASDAQ,2003.57,1964.25,2005.09,1921.08,394428718,-0.97,0.96,7.56
